,id,imdb_id,release_year,popularity,budget,revenue,runtime,vote_average,variable,value,profit
75462,1413,tt0107468,1993,0.288407,14678640,1499795,101,6.4,Drama,1,-13178845
75464,10419,tt0108265,1993,0.285641,14678640,5632086,112,7.1,Drama,1,-9046554
75466,18133,tt0107889,1993,0.27963499999999997,14678640,23042200,112,5.9,Drama,1,8363560
75467,19931,tt0107282,1993,0.269327,11000000,32861136,139,6.8,Drama,1,21861136
75471,26333,tt0108451,1993,0.256768,14678640,18899204,102,5.9,Drama,1,4220564
75473,33408,tt0106627,1993,0.240771,6000000,13609396,89,5.9,Drama,1,7609396
75474,15613,tt0106912,1993,0.23906,19885552,19724334,109,6.4,Drama,1,-161218
75476,34024,tt0107322,1993,0.24680300000000002,14678640,10824,103,5.4,Drama,1,-14667816
75479,11655,tt0104029,1993,0.22561599999999998,14678640,10824,94,5.9,Drama,1,-14667816
75485,18857,tt0108656,1993,0.197668,14678640,194720,103,6.5,Drama,1,-14483920
75488,18215,tt0106471,1993,0.190206,14678640,1796389,107,4.6,Drama,1,-12882251
75490,27804,tt0108327,1993,0.181726,14000000,10824,116,5.8,Drama,1,-13989176
75497,10423,tt0106770,1993,0.140785,14000000,63513743,120,6.9,Drama,1,49513743
75498,12664,tt0108170,1993,0.132556,14678640,10824,91,5.6,Drama,1,-14667816
75501,22213,tt0106455,1993,0.271575,14678640,10824,92,4.7,Drama,1,-14667816
75503,34723,tt0106223,1993,0.09373,14678640,10824,108,6.6,Drama,1,-14667816
75504,11143,tt0108281,1993,0.265865,14678640,10824,96,7.0,Drama,1,-14667816
75507,2047,tt0107927,1993,0.27659,14678640,10824,100,5.6,Drama,1,-14667816
75510,9261,tt0107156,1993,0.276654,1000000,6933459,109,6.8,Drama,1,5933459
75511,1479,tt0106579,1993,0.085248,68000,10824,79,6.3,Drama,1,-57176
75518,37247,tt0061722,1967,2.22723,3000000,104397102,106,7.5,Drama,1,101397102
75521,475,tt0061418,1967,1.022408,2500000,50700000,111,7.6,Drama,1,48200000
75522,649,tt0061395,1967,0.7340720000000001,14678640,10824,101,6.9,Drama,1,-14667816
75523,903,tt0061512,1967,0.678719,3000000,16217773,126,7.2,Drama,1,13217773
75524,11206,tt0062467,1967,0.586060999999999,4000000,11000000,108,7.5,Drama,1,7000000
75529,10633,tt0061811,1967,0.42865200000000003,2000000,27379978,109,7.0,Drama,1,25379978
75530,42700,tt0062038,1967,0.43831400000000004,14678640,10824,148,6.1,Drama,1,-14667816
75531,25934,tt0062376,1967,0.214587,640000,10824,105,7.2,Drama,1,-629176
75532,1879,tt0061735,1967,0.32193499999999997,4000000,56666667,108,7.4,Drama,1,52666667
75534,18900,tt0061809,1967,0.2771,3500000,10824,134,6.9,Drama,1,-3489176
75535,25560,tt0061407,1967,0.247575,14678640,10824,122,5.2,Drama,1,-14667816
75538,27945,tt0061770,1967,0.239833,14678640,10824,111,6.5,Drama,1,-14667816
75539,3055,tt0062430,1967,0.21329099999999998,5000000,50000000,123,6.2,Drama,1,45000000
75541,5767,tt0062407,1967,0.161576,14678640,10824,111,6.7,Drama,1,-14667816
75542,26039,tt0062138,1967,0.33726100000000003,14678640,10824,92,6.7,Drama,1,-14667816
75554,42694,tt0063803,1967,0.054863,14678640,10824,90,5.3,Drama,1,-14667816
75562,8095,tt0056937,1963,0.8045329999999989,31115000,57750000,248,6.3,Drama,1,26635000
75565,5925,tt0057115,1963,0.664326,4000000,5000000,172,7.5,Drama,1,1000000
75567,9960,tt0057261,1963,0.50154,14678640,10824,92,6.4,Drama,1,-14667816
75569,751,tt0057334,1963,0.62852,14678640,10824,81,5.4,Drama,1,-14667816
75571,24748,tt0057163,1963,0.3104,14678640,10824,112,7.0,Drama,1,-14667816
75575,25504,tt0057495,1963,0.209065,14678640,10824,101,5.9,Drama,1,-14667816
75576,27759,tt0056800,1963,0.207161,17000000,10000000,154,5.6,Drama,1,-7000000
75578,2593,tt0057058,1963,0.201754,14678640,10824,108,7.3,Drama,1,-14667816
75580,18774,tt0057578,1963,0.188442,14678640,10824,134,5.8,Drama,1,-14667816
75584,26535,tt0056868,1963,0.144419,14678640,10824,93,6.0,Drama,1,-14667816
75586,42987,tt0057490,1963,0.12157000000000001,14678640,10824,116,6.2,Drama,1,-14667816
75587,38805,tt0057251,1963,0.11516400000000002,14678640,10824,94,5.0,Drama,1,-14667816
75588,4025,tt0057426,1963,0.094935,14678640,10824,134,6.5,Drama,1,-14667816
75593,792,tt0091763,1986,1.522478,6000000,138530565,120,7.3,Drama,1,132530565
75594,744,tt0092099,1986,1.4697959999999999,15000000,356830601,110,6.6,Drama,1,341830601
75595,9377,tt0091042,1986,1.36519,6000000,70136369,103,7.3,Drama,1,64136369
75596,235,tt0092005,1986,1.349043,8000000,52287000,89,7.5,Drama,1,44287000
75598,4978,tt0090633,1986,1.251215,14678640,84542002,80,6.6,Drama,1,69863362
75600,10068,tt0091635,1986,1.161139,17000000,6735922,117,5.9,Drama,1,-10264078
75605,793,tt0090756,1986,0.9944879999999999,6000000,8551228,120,7.3,Drama,1,2551228
75609,11873,tt0090863,1986,0.9141799999999999,13800000,52293982,119,6.5,Drama,1,38493982
75610,192,tt0091605,1986,0.8893059999999989,20000000,77200000,130,7.0,Drama,1,57200000
75614,8856,tt0091326,1986,0.772494,113,115103979,113,5.8,Drama,1,115103866
75619,10015,tt0091187,1986,0.669137,15000000,42724017,130,6.5,Drama,1,27724017
75625,29968,tt0091653,1986,0.551744999999999,14678640,10824,118,5.6,Drama,1,-14667816
75626,11416,tt0091530,1986,0.546365,24500000,17218023,126,6.8,Drama,1,-7281977
75627,5693,tt0091217,1986,0.5447569999999989,9000000,28607524,114,6.7,Drama,1,19607524
75629,11120,tt0091557,1986,0.5322520000000001,14678640,14302779,119,6.1,Drama,1,-375861
75635,14924,tt0091954,1986,0.5069020000000001,4000000,2826523,112,6.6,Drama,1,-1173477
75636,15392,tt0090888,1986,0.502047,14678640,5738952,99,6.7,Drama,1,-8939688
75638,5143,tt0091167,1986,0.47681899999999994,6400000,40084041,107,7.3,Drama,1,33684041
75641,6106,tt0091886,1986,0.459005,4500000,10824,123,6.3,Drama,1,-4489176
75645,11028,tt0092654,1986,0.433281,14678640,10824,102,6.1,Drama,1,-14667816
75646,9980,tt0091499,1986,0.42542399999999997,10000000,7433663,97,5.4,Drama,1,-2566337
75647,11257,tt0091867,1986,0.40021799999999996,3000000,20966644,117,6.6,Drama,1,17966644
75649,10013,tt0091738,1986,0.389778,18000000,41382841,103,5.7,Drama,1,23382841
75650,11300,tt0091983,1986,0.38562199999999996,14678640,8362969,113,6.6,Drama,1,-6315671
75653,10002,tt0091538,1986,0.375434,14678640,10824,104,6.4,Drama,1,-14667816
75654,1554,tt0090967,1986,0.65576,14678640,10824,107,7.3,Drama,1,-14667816
75656,10692,tt0099763,1986,0.356864,111000,10824,83,6.1,Drama,1,-100176
75657,383,tt0089537,1986,0.350539,22500,10824,78,5.6,Drama,1,-11676
75662,13818,tt0091188,1986,0.32409899999999997,14678640,10824,108,6.2,Drama,1,-14667816
75663,13698,tt0091159,1986,0.323711,14678640,36611610,111,6.2,Drama,1,21932970
75665,33278,tt0090917,1986,0.31185799999999997,14678640,8988731,91,6.5,Drama,1,-5689909
75667,18169,tt0090583,1986,0.311025,14678640,38702310,113,5.0,Drama,1,24023670
75676,13841,tt0091817,1986,0.268676,14678640,2015882,91,7.4,Drama,1,-12662758
75677,13715,tt0090670,1986,0.258898,6500000,2347000,111,6.0,Drama,1,-4153000
75678,18282,tt0091680,1986,0.258334,14678640,10824,89,6.7,Drama,1,-14667816
75680,14670,tt0090557,1986,0.314511,14678640,10824,133,6.5,Drama,1,-14667816
75682,9930,tt0091396,1986,0.45914399999999994,14678640,10824,116,5.3,Drama,1,-14667816
75686,20537,tt0090798,1986,0.22737,14678640,10824,93,4.7,Drama,1,-14667816
75687,24086,tt0090768,1986,0.233302,14678640,7177431,114,5.6,Drama,1,-7501209
75688,13853,tt0090848,1986,0.217599,15000000,10824,98,4.7,Drama,1,-14989176
75693,1890,tt0090830,1986,0.200781,14678640,31853080,119,6.7,Drama,1,17174440
75695,13346,tt0091445,1986,0.215644,14678640,10824,108,5.7,Drama,1,-14667816
75696,29355,tt0092214,1986,0.181563,14678640,10824,106,6.3,Drama,1,-14667816
75697,26555,tt0090856,1986,0.167621,15000000,12308521,96,4.1,Drama,1,-2691479
75698,17465,tt0092272,1986,0.15504300000000001,14678640,10824,110,5.5,Drama,1,-14667816
75701,10857,tt0090315,1986,0.090923,14678640,10824,80,7.3,Drama,1,-14667816
75702,70966,tt0091364,1986,0.063527,14678640,10824,88,7.4,Drama,1,-14667816
75704,47340,tt0090915,1986,0.058401999999999996,14678640,10824,87,5.6,Drama,1,-14667816
75705,42017,tt0090585,1986,0.087852,14678640,10824,108,5.0,Drama,1,-14667816
75706,33516,tt0091142,1986,0.0805169999999999,14678640,10824,84,4.2,Drama,1,-14667816
75710,21867,tt0091374,1986,0.21620100000000003,8500000,10824,142,6.4,Drama,1,-8489176
75713,9552,tt0070047,1973,2.010733,8000000,441306145,122,7.2,Drama,1,433306145
75715,203,tt0070379,1973,1.087374,500000,3000000,110,7.1,Drama,1,2500000
75717,2362,tt0070909,1973,0.971417,14678640,10824,88,6.4,Drama,1,-14667816
75719,931,tt0069995,1973,0.874266,1500000,10824,110,6.7,Drama,1,-1489176
75720,9277,tt0070735,1973,0.8631559999999989,5500000,159616327,129,7.7,Drama,1,154116327
75724,40374,tt0069822,1973,0.700695,14678640,10824,108,7.1,Drama,1,-14667816
75725,838,tt0069704,1973,0.684079,777000,115000000,110,6.5,Drama,1,114223000
75727,5924,tt0070511,1973,0.600434,12000000,53267000,151,7.4,Drama,1,41267000
75729,12545,tt0070239,1973,0.5492060000000001,14678640,13200000,108,6.9,Drama,1,-1478640
75730,9040,tt0070666,1973,0.50142,3000000,29800000,129,7.3,Drama,1,26800000
75731,27331,tt0069865,1973,0.42076800000000003,14678640,10824,111,6.8,Drama,1,-14667816
75732,11293,tt0070510,1973,0.41933100000000006,14678640,10824,102,7.7,Drama,1,-14667816
75733,2926,tt0072281,1973,0.412189,14678640,10824,105,7.0,Drama,1,-14667816
75734,1847,tt0070334,1973,0.392936,14678640,10824,113,7.0,Drama,1,-14667816
75736,17897,tt0071569,1973,0.38388,14678640,11000000,105,6.3,Drama,1,-3678640
75738,14886,tt0070290,1973,0.240731,14678640,10824,103,6.8,Drama,1,-14667816
75739,15171,tt0070016,1973,0.359048,14678640,10824,94,6.3,Drama,1,-14667816
75740,30708,tt0069834,1973,0.355622,14678640,10824,103,5.0,Drama,1,-14667816
75741,3133,tt0069762,1973,0.33919299999999997,14678640,10824,94,7.3,Drama,1,-14667816
75742,22021,tt0069897,1973,0.338084,500000,10824,91,7.1,Drama,1,-489176
75747,25473,tt0070895,1973,0.42058500000000004,14678640,10824,125,6.4,Drama,1,-14667816
75749,8327,tt0071615,1973,0.200129,14678640,10824,114,7.4,Drama,1,-14667816
75750,26332,tt0070022,1973,0.25158200000000003,14678640,10824,114,6.1,Drama,1,-14667816
75751,25680,tt0070077,1973,0.272663,14678640,10824,102,6.9,Drama,1,-14667816
75752,10236,tt0070903,1973,0.385313,14678640,45000000,118,6.9,Drama,1,30321360
75754,32615,tt0070468,1973,0.17533900000000002,14678640,10824,112,7.3,Drama,1,-14667816
75759,32080,tt0070672,1973,0.13938599999999898,14678640,10824,103,6.6,Drama,1,-14667816
75760,31587,tt0070643,1973,0.135693,14678640,10824,112,6.5,Drama,1,-14667816
75763,29425,tt0069895,1973,0.10605099999999999,275000,10824,103,6.0,Drama,1,-264176
75764,26331,tt0070291,1973,0.09398,14678640,10824,120,6.9,Drama,1,-14667816
75766,28110,tt0069976,1973,0.06699400000000001,1000000,2000000,107,6.7,Drama,1,1000000
75769,651,tt0066026,1970,0.717333,3500000,81600000,116,6.8,Drama,1,78100000
75770,11589,tt0065938,1970,0.49287700000000007,14678640,5200000,144,6.7,Drama,1,-9478640
75772,11202,tt0066206,1970,0.467344,12000000,89800000,172,6.9,Drama,1,77800000
75773,9062,tt0066011,1970,0.39602800000000005,2200000,136400000,99,6.6,Drama,1,134200000
75774,38953,tt0066319,1970,0.3881,14678640,10824,195,7.0,Drama,1,-14667816
75775,11165,tt0066473,1970,0.381352,25485000,29548291,144,6.6,Drama,1,4063291
75776,5722,tt0065466,1970,0.374514,14678640,10824,109,6.2,Drama,1,-14667816
75779,10671,tt0065377,1970,0.336237,10000000,100489151,137,6.2,Drama,1,90489151
75780,2998,tt0066601,1970,0.279079,7000000,900000,110,6.5,Drama,1,-6100000
75783,10364,tt0065528,1970,0.299819,14678640,10824,121,6.7,Drama,1,-14667816
75784,11040,tt0065988,1970,0.290174,15000000,31559552,139,7.2,Drama,1,16559552
75786,14384,tt0066390,1970,0.281532,14678640,10824,112,7.1,Drama,1,-14667816
75788,13765,tt0066344,1970,0.42443000000000003,14678640,10824,113,5.8,Drama,1,-14667816
75790,26606,tt0066214,1970,0.244412,14678640,10824,101,6.2,Drama,1,-14667816
75791,26617,tt0065724,1970,0.218311,14678640,10824,98,6.8,Drama,1,-14667816
75796,14676,tt0066049,1970,0.17716600000000002,14678640,10824,114,6.6,Drama,1,-14667816
75801,59408,tt0066122,1970,0.133551,14678640,10824,90,6.1,Drama,1,-14667816
75803,33157,tt0066549,1970,0.09215,25000000,10824,128,6.2,Drama,1,-24989176
75807,27172,tt0066448,1970,0.02076,14678640,10824,126,6.7,Drama,1,-14667816
75809,15121,tt0059742,1965,1.313676,8200000,163214286,174,7.2,Drama,1,155014286
75810,907,tt0059113,1965,1.282053,14000000,111721910,197,6.9,Drama,1,97721910
75813,4879,tt0061075,1965,0.484904,14678640,10824,90,6.6,Drama,1,-14667816
75815,37921,tt0059309,1965,0.118301,14678640,10824,165,6.6,Drama,1,-14667816
75816,10243,tt0059183,1965,0.33219099999999996,14678640,10824,142,6.3,Drama,1,-14667816
75818,16211,tt0059740,1965,0.314916,14678640,10824,122,6.9,Drama,1,-14667816
75821,886,tt0059037,1965,0.256709,14678640,10824,102,6.8,Drama,1,-14667816
75823,21876,tt0059885,1965,0.243896,5760000,10824,117,6.2,Drama,1,-5749176
75825,13580,tt0059749,1965,0.201703,14678640,10824,112,6.4,Drama,1,-14667816
75827,24395,tt0059274,1965,0.24681599999999998,14678640,10824,123,7.2,Drama,1,-14667816
75828,21027,tt0059711,1965,0.191276,14678640,10824,105,5.4,Drama,1,-14667816
75829,16850,tt0059263,1965,0.145019,14678640,10824,131,5.6,Drama,1,-14667816
75830,24134,tt0059084,1965,0.168025,14678640,10824,128,5.8,Drama,1,-14667816
75831,13524,tt0058947,1965,0.160842,14678640,10824,167,6.0,Drama,1,-14667816
75832,11481,tt0059646,1965,0.151644,300000,10824,105,7.1,Drama,1,-289176
75835,2428,tt0059245,1965,0.146033,20000000,12000000,199,5.7,Drama,1,-8000000
75837,36815,tt0058886,1965,0.16939200000000001,14678640,10824,138,6.4,Drama,1,-14667816
75839,30080,tt0059712,1965,0.100102,14678640,10824,149,4.5,Drama,1,-14667816
75840,20723,tt0059793,1965,0.073488,14678640,10824,112,5.9,Drama,1,-14667816
75842,29067,tt0059465,1965,0.00477,14678640,10824,80,6.4,Drama,1,-14667816
75844,642,tt0064115,1969,1.357317,6000000,102308889,110,7.0,Drama,1,96308889
75845,624,tt0064276,1969,0.897684,360000,10824,95,6.6,Drama,1,-349176
75846,3116,tt0064665,1969,0.859806,3600000,44785053,113,7.0,Drama,1,41185053
75849,11463,tt0064072,1969,0.575,12000000,10824,151,6.1,Drama,1,-11989176
75850,2370,tt0065112,1969,0.567962,4000000,10824,143,5.7,Drama,1,-3989176
75852,28145,tt0065088,1969,0.427518,14678640,10824,129,6.7,Drama,1,-14667816
75853,20391,tt0064782,1969,0.41181599999999996,14678640,10824,158,5.1,Drama,1,-14667816
75855,13384,tt0064541,1969,0.33743,14678640,10824,110,7.3,Drama,1,-14667816
75859,17529,tt0065126,1969,0.311288,14678640,14250000,128,7.0,Drama,1,-428640
75861,66027,tt0066579,1969,0.301732,1250000,10824,131,5.0,Drama,1,-1239176
75866,45522,tt0064137,1969,0.14894000000000002,14678640,10824,105,4.6,Drama,1,-14667816
75869,5179,tt0064840,1969,0.130307999999999,14678640,10824,116,5.8,Drama,1,-14667816
75871,33166,tt0064253,1969,0.041727,14678640,10824,101,5.5,Drama,1,-14667816
75881,11778,tt0077416,1978,0.9597540000000001,15000000,50000000,183,7.4,Drama,1,35000000
75882,2153,tt0077474,1978,0.745447,14678640,10824,91,6.8,Drama,1,-14667816
75884,16642,tt0077405,1978,0.598160999999999,14678640,10824,94,7.3,Drama,1,-14667816
75885,23916,tt0078056,1978,0.591799,14678640,7185518,107,6.0,Drama,1,-7493122
75886,13333,tt0077594,1978,0.581236,14678640,10824,103,6.4,Drama,1,-14667816
75888,26973,tt0078111,1978,0.556161,14678640,10824,110,5.9,Drama,1,-14667816
75889,11327,tt0077928,1978,0.5127189999999989,2300000,35000000,121,7.5,Drama,1,32700000
75890,123,tt0077869,1978,0.496029,4000000,30471420,132,6.0,Drama,1,26471420
75891,11935,tt0077294,1978,0.48017600000000005,5000000,10824,123,5.9,Drama,1,-4989176
75893,11223,tt0077355,1978,0.469314,14678640,10824,113,6.1,Drama,1,-14667816
75895,25338,tt0078269,1978,0.456164,14678640,10824,106,6.6,Drama,1,-14667816
75896,28932,tt0077531,1978,0.43921000000000004,11,11,145,6.7,Drama,1,0
75898,9584,tt0077369,1978,0.411826,12000000,22765081,110,6.2,Drama,1,10765081
75905,24153,tt0077280,1978,0.28531599999999996,14678640,10824,113,7.2,Drama,1,-14667816
75908,34193,tt0077889,1978,0.0766,14678640,10824,107,6.7,Drama,1,-14667816
75910,10766,tt0077394,1978,0.236193,6800000,26518355,107,6.1,Drama,1,19718355
75912,11837,tt0078480,1978,0.226002,1000000,3713768,88,6.8,Drama,1,2713768
75915,46878,tt0078350,1978,0.20570100000000002,14678640,10824,116,6.7,Drama,1,-14667816
75916,14839,tt0077248,1978,0.204494,14678640,10824,114,6.6,Drama,1,-14667816
75917,12185,tt0077663,1978,0.18882100000000002,14678640,10824,101,6.3,Drama,1,-14667816
75919,18387,tt0077235,1978,0.177276,11000000,10824,120,5.9,Drama,1,-10989176
75920,12611,tt0077588,1978,0.16377,14678640,10824,118,5.6,Drama,1,-14667816
75921,54000,tt0077539,1978,0.227338,6727000,10824,114,4.9,Drama,1,-6716176
75922,29143,tt0077530,1978,0.154407,14678640,10824,104,6.0,Drama,1,-14667816
75923,15867,tt0077742,1978,0.149259,14678640,10824,93,6.3,Drama,1,-14667816
75924,16241,tt0077269,1978,0.13886099999999899,14678640,10824,125,6.4,Drama,1,-14667816
75930,40081,tt0077292,1978,0.108201,14678640,10824,100,7.5,Drama,1,-14667816
75931,31948,tt0077629,1978,0.31888299999999997,14678640,5438927,111,6.1,Drama,1,-9239713
75934,31657,tt0077362,1978,0.0655039999999999,3000000,10824,127,5.8,Drama,1,-2989176
75940,1714,tt0060390,1966,0.929393,14678640,10824,112,6.8,Drama,1,-14667816
75941,396,tt0061184,1966,0.670273999999999,7500000,33736689,131,7.5,Drama,1,26236689
75943,2525,tt0060164,1966,0.533292,18000000,10824,174,5.8,Drama,1,-17989176
75944,1052,tt0060176,1966,0.509263,14678640,10824,111,6.8,Drama,1,-14667816
75945,874,tt0060665,1966,0.4189,14678640,10824,120,6.3,Drama,1,-14667816
75949,4772,tt0060268,1966,0.380321,14678640,10824,113,6.7,Drama,1,-14667816
75954,5923,tt0060934,1966,0.29991100000000004,12000000,20000000,182,7.0,Drama,1,8000000
75956,19728,tt0060177,1966,0.291704,14678640,10824,156,5.5,Drama,1,-14667816
75962,29710,tt0060588,1966,0.252399,14678640,10824,134,5.8,Drama,1,-14667816
75969,26268,tt0060490,1966,0.20247300000000001,14678640,10824,121,6.0,Drama,1,-14667816
75970,15347,tt0060182,1966,0.342791,14678640,10824,95,6.6,Drama,1,-14667816
75972,15598,tt0060086,1966,0.16359200000000002,14678640,10824,114,6.2,Drama,1,-14667816
75973,31602,tt0060232,1966,0.146402,14678640,10824,135,6.0,Drama,1,-14667816
75975,20277,tt0061135,1966,0.140934,14678640,10824,93,5.7,Drama,1,-14667816
75978,20620,tt0060955,1966,0.089072,14678640,10824,100,6.6,Drama,1,-14667816
75981,20379,tt0060472,1966,0.0655429999999999,14678640,10824,176,5.7,Drama,1,-14667816
75993,211672,tt2293640,2015,7.40416499999999,74000000,1156730962,91,6.5,Family,1,1082730962
75994,150540,tt2096673,2015,6.326804,175000000,853708609,94,8.0,Family,1,678708609
76003,150689,tt1661199,2015,5.556818,95000000,542351353,112,6.8,Family,1,447351353
76005,158852,tt1964418,2015,5.4621379999999995,190000000,209035668,130,6.2,Family,1,19035668
76022,105864,tt1979388,2015,3.3391349999999997,175000000,331926147,93,6.6,Family,1,156926147
76031,228161,tt2224026,2015,2.976436,135000000,368871007,94,6.9,Family,1,233871007
76058,266647,tt3332064,2015,2.234573,150000000,128388320,111,5.9,Family,1,-21611680
76061,227973,tt2452042,2015,2.140199,99000000,246233113,88,6.4,Family,1,147233113
76066,159824,tt2510894,2015,2.060162,80000000,466183544,89,6.8,Family,1,386183544
76067,333348,tt2279339,2015,2.055572,17000000,24000000,107,5.3,Family,1,7000000
76080,258509,tt2974918,2015,1.841779,14678640,233755553,92,5.7,Family,1,219076913
76084,256961,tt3450650,2015,1.73518,30000000,107597242,94,5.3,Family,1,77597242
76085,326359,tt4007502,2015,1.7247119999999898,14678640,10824,8,7.0,Family,1,-14667816
76114,228165,tt2279373,2015,1.291013,74000000,311594032,93,5.7,Family,1,237594032
76116,272878,tt3369806,2015,1.278928,20000000,43967255,111,7.0,Family,1,23967255
76117,263109,tt2872750,2015,1.25358,14678640,59700000,85,6.9,Family,1,45021360
76128,378373,tt3532278,2015,1.128081,14678640,10824,98,7.5,Family,1,-14667816
76160,277217,tt3440298,2015,0.848748,14678640,10824,112,6.7,Family,1,-14667816
76166,322456,tt4189260,2015,0.821443,14678640,10824,48,6.4,Family,1,-14667816
76175,382517,tt4938374,2015,0.7739090000000001,14678640,10824,85,5.6,Family,1,-14667816
76183,316322,tt4215332,2015,0.7141310000000001,14678640,10824,74,5.5,Family,1,-14667816
76201,286192,tt3824386,2015,0.640151,14678640,10824,7,7.3,Family,1,-14667816
76243,353595,tt4938416,2015,0.47784,14678640,10824,67,6.8,Family,1,-14667816
76245,264337,tt3233418,2015,0.475473,14678640,10824,83,6.6,Family,1,-14667816
76254,302429,tt4191054,2015,0.465707,14678640,13603453,99,6.1,Family,1,-1075187
76264,355338,tt4941804,2015,0.44283500000000003,14678640,10824,5,7.3,Family,1,-14667816
76271,335077,tt2784134,2015,0.43708800000000003,14678640,10824,88,3.5,Family,1,-14667816
76280,363483,tt5133810,2015,0.417191,14678640,10824,84,6.3,Family,1,-14667816
76290,359983,tt4938602,2015,0.250209,14678640,10824,44,5.9,Family,1,-14667816
76302,324963,tt4137924,2015,0.7128899999999989,14678640,10824,75,7.0,Family,1,-14667816
76313,308457,tt3090670,2015,0.367617,14678640,10824,92,6.4,Family,1,-14667816
76324,355111,tt4955162,2015,0.350858,14678640,10824,84,6.3,Family,1,-14667816
76341,342917,tt4729754,2015,0.329776,14678640,10824,81,6.1,Family,1,-14667816
76345,327418,tt4437640,2015,0.32705,14678640,10824,78,5.8,Family,1,-14667816
76354,356905,tt3401748,2015,0.315196,14678640,10824,95,6.1,Family,1,-14667816
76381,330127,tt3118874,2015,0.27858299999999997,14678640,10824,95,5.8,Family,1,-14667816
76411,298582,tt3977462,2015,0.243321,1500000,10824,94,7.2,Family,1,-1489176
76441,367326,tt5184298,2015,0.20849099999999998,14678640,10824,5,7.7,Family,1,-14667816
76462,342464,tt3833520,2015,0.19153399999999998,14678640,10824,102,7.0,Family,1,-14667816
76541,330037,tt3802576,2015,0.099678,14678640,10824,156,6.3,Family,1,-14667816
76546,339060,tt3877296,2015,0.096299,14678640,10824,94,5.1,Family,1,-14667816
76550,308447,tt2948202,2015,0.090238,14678640,10824,52,5.5,Family,1,-14667816
76592,324325,tt2980626,2015,0.0345339999999999,14678640,10824,90,7.4,Family,1,-14667816
76608,339928,tt4002772,2015,0.017625,14678640,732655,119,6.5,Family,1,-13945985
76619,177572,tt2245084,2014,8.691294000000001,165000000,652105443,102,7.8,Family,1,487105443
76625,181533,tt2692250,2014,6.2866919999999995,127000000,349424282,97,6.1,Family,1,222424282
76644,102651,tt1587310,2014,3.5823150000000004,180000000,758410378,97,7.0,Family,1,578410378
76656,270946,tt1911658,2014,3.007018,132000000,373552094,92,6.5,Family,1,241552094
76692,82703,tt0864835,2014,1.8947060000000002,145000000,272912430,92,6.8,Family,1,127912430
76695,297270,tt3120408,2014,1.827148,14678640,10824,77,7.0,Family,1,-14667816
76696,172385,tt2357291,2014,1.8116919999999999,103000000,500188435,102,6.5,Family,1,397188435
76704,175112,tt2483260,2014,1.6497330000000001,14678640,20300000,78,6.5,Family,1,5621360
76708,196867,tt1823664,2014,1.5880100000000001,65000000,133821816,119,6.1,Family,1,68821816
76710,228326,tt2262227,2014,1.5450549999999899,50000000,97437106,95,7.3,Family,1,47437106
76716,170687,tt0787474,2014,1.440084,60000000,108255770,97,6.6,Family,1,48255770
76720,110416,tt1865505,2014,1.37667,14678640,857522,93,8.0,Family,1,-13821118
76727,218836,tt2980706,2014,1.240895,50000000,151165787,83,5.9,Family,1,101165787
76748,261103,tt3336368,2014,0.999341,14678640,10824,79,5.6,Family,1,-14667816
76776,218778,tt1698641,2014,0.8765139999999989,28000000,100654149,81,6.2,Family,1,72654149
76782,227783,tt1821658,2014,0.833734,14678640,10824,85,5.4,Family,1,-14667816
76809,256835,tt3473654,2014,0.707208,14678640,10824,22,6.9,Family,1,-14667816
76810,293299,tt3689498,2014,0.7057,14678640,10824,6,8.0,Family,1,-14667816
76840,227735,tt2978462,2014,0.599079,36000000,52424533,107,6.8,Family,1,16424533
76848,145220,tt2281587,2014,0.574398,50000000,80383113,112,6.2,Family,1,30383113
76871,286875,tt3328716,2014,0.5247649999999989,14678640,10824,96,6.3,Family,1,-14667816
76873,285733,tt3921852,2014,0.518405,14678640,10824,81,6.7,Family,1,-14667816
76877,214314,tt2458776,2014,0.502296,14678640,10824,78,7.4,Family,1,-14667816
76918,250535,tt1935940,2014,0.416516,14678640,10824,102,6.5,Family,1,-14667816
76929,254263,tt3559422,2014,0.40068899999999996,30000000,10824,79,5.6,Family,1,-29989176
76933,299582,tt2838678,2014,0.397644,14678640,10824,90,6.1,Family,1,-14667816
76940,238603,tt2183034,2014,0.382434,13000000,45300000,89,5.7,Family,1,32300000
76951,233470,tt1673734,2014,0.36377600000000004,14678640,10824,109,6.0,Family,1,-14667816
76953,292177,tt3529198,2014,0.360228,14678640,10824,75,6.7,Family,1,-14667816
77000,268171,tt2113659,2014,0.306919,10000000,10824,104,6.5,Family,1,-9989176
77029,294093,tt3261302,2014,0.279115,14678640,10824,90,4.3,Family,1,-14667816
77033,278774,tt3544734,2014,0.272995,14678640,10824,102,5.5,Family,1,-14667816
77048,258893,tt2337576,2014,0.256655,14678640,10824,84,6.2,Family,1,-14667816
77082,262788,tt2766268,2014,0.217873,6000000,10824,112,4.9,Family,1,-5989176
77101,245685,tt2062622,2014,0.19853099999999999,14678640,10824,88,4.9,Family,1,-14667816
77112,256690,tt2066048,2014,0.310285,14678640,10824,88,3.4,Family,1,-14667816
77113,286987,tt3098874,2014,0.191091,14678640,10824,90,5.8,Family,1,-14667816
77123,251768,tt3468260,2014,0.184395,14678640,10824,52,5.8,Family,1,-14667816
77194,287935,tt2390283,2014,0.11264600000000001,18000000,10824,120,4.9,Family,1,-17989176
